date,bat_team_Chennai Super Kings,bat_team_Delhi Daredevils,bat_team_Kings XI Punjab,bat_team_Kolkata Knight Riders,bat_team_Mumbai Indians,bat_team_Rajasthan Royals,bat_team_Royal Challengers Bangalore,bat_team_Sunrisers Hyderabad,bowl_team_Chennai Super Kings,bowl_team_Delhi Daredevils,bowl_team_Kings XI Punjab,bowl_team_Kolkata Knight Riders,bowl_team_Mumbai Indians,bowl_team_Rajasthan Royals,bowl_team_Royal Challengers Bangalore,bowl_team_Sunrisers Hyderabad,overs,runs,wickets,runs_last_5,wickets_last_5,total
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5.1,61,0,59,0,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5.2,61,1,59,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5.3,61,1,59,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5.4,61,1,59,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5.5,61,1,58,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5.6,61,1,58,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6.1,62,1,55,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6.2,63,1,52,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6.3,64,1,47,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6.4,66,1,45,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6.5,67,1,46,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6.6,68,1,47,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7.1,68,1,47,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7.2,69,1,47,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7.3,70,1,44,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7.4,71,1,44,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7.5,72,1,45,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7.6,73,1,41,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8.1,73,1,35,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8.2,73,1,34,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8.3,73,1,30,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8.4,74,1,31,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8.5,75,1,31,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8.6,77,1,27,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9.1,78,1,24,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9.2,79,1,24,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9.3,80,1,21,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9.4,80,1,21,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9.5,86,1,26,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9.6,87,1,27,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10.1,88,1,27,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10.2,92,1,31,0,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10.3,92,1,31,0,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10.4,98,1,37,0,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10.5,98,1,37,0,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10.6,102,1,41,0,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,11.1,102,1,40,0,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,11.2,108,1,45,0,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,11.3,110,1,46,0,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,11.4,111,1,45,0,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,11.5,111,1,44,0,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,11.6,112,1,44,0,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,12.1,112,2,44,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,12.2,116,2,47,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,12.3,116,2,46,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,12.4,118,2,47,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,12.4,119,2,47,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,12.5,123,2,50,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,12.6,124,2,51,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,13.1,125,2,52,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,13.2,125,2,52,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,13.3,126,2,52,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,13.4,127,2,52,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,13.5,128,2,51,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,13.6,130,2,52,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,14.1,134,2,55,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,14.2,135,2,55,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,14.3,141,2,61,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,14.4,145,2,59,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,14.4,147,2,60,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,14.5,148,2,60,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,14.6,154,2,62,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,15.1,154,2,62,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,15.2,155,2,57,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,15.3,157,2,59,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,15.4,157,2,55,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,15.5,158,2,56,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,15.6,158,2,50,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,16.1,159,2,49,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,16.2,161,2,50,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,16.3,162,2,51,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,16.4,168,2,56,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,16.5,170,2,58,0,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,16.6,172,2,56,0,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,17.1,172,3,56,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,17.2,173,3,55,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,17.3,173,3,54,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,17.4,174,3,51,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,17.5,178,3,54,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,17.6,179,3,54,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,18.1,185,3,60,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,18.2,185,3,59,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,18.3,191,3,64,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,18.4,195,3,67,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,18.5,196,3,66,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,18.6,200,3,66,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,19.1,206,3,71,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,19.2,212,3,71,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,19.3,214,3,69,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,19.4,214,3,67,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,19.5,216,3,68,1,222
18-04-2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,19.6,222,3,68,1,222
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.1,46,1,45,1,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.2,52,1,51,1,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.3,52,1,47,1,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.4,53,1,48,1,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.5,53,1,44,1,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.6,53,1,40,1,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.1,57,1,40,1,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.2,57,2,38,2,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.3,58,2,38,2,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.4,60,2,40,2,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.5,61,2,41,2,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.6,62,2,42,2,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.1,62,3,37,3,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.2,63,3,38,3,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.3,63,3,37,3,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.4,64,3,38,2,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.5,70,3,43,2,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.6,70,3,43,2,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.1,71,3,44,2,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.2,75,3,48,2,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.3,76,3,48,2,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.4,76,3,47,2,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.5,82,3,53,2,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.6,83,3,50,2,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.1,85,3,52,2,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.2,86,3,52,2,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.3,87,3,49,2,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.4,87,3,45,2,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.5,87,3,45,2,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.6,88,3,46,2,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.1,94,3,48,2,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.2,95,3,43,2,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.3,97,3,45,2,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.4,97,3,44,2,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.5,103,3,50,2,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.6,107,3,54,2,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11.1,113,3,56,2,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11.2,117,3,60,1,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11.3,118,3,60,1,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11.4,124,3,64,1,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11.5,125,3,64,1,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11.6,127,3,65,1,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,128,3,66,0,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12.1,128,4,65,1,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12.2,129,4,66,1,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12.2,130,4,66,1,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12.3,130,4,60,1,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12.4,131,4,61,1,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12.5,132,4,61,1,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12.6,133,4,58,1,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.1,134,4,58,1,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.2,134,4,58,1,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.3,135,4,53,1,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.4,136,4,53,1,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.5,142,4,57,1,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.6,143,4,57,1,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14.1,147,4,60,1,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14.2,148,4,61,1,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14.3,150,4,63,1,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14.4,151,4,63,1,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14.5,155,4,61,1,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14.6,161,4,66,1,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15.1,167,4,70,1,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15.2,167,4,70,1,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15.3,167,5,64,2,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15.4,167,5,60,2,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15.5,168,5,55,2,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15.6,169,5,52,2,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16.1,170,5,52,2,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16.2,171,5,47,2,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16.3,177,5,52,2,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16.4,181,5,54,2,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16.5,182,5,54,2,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16.6,183,5,55,1,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17.1,183,5,54,1,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17.2,187,5,57,1,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17.3,188,5,58,1,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17.4,190,5,59,1,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17.5,196,5,64,1,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17.6,200,5,67,1,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.1,204,5,70,1,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.2,205,5,71,1,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.3,206,5,71,1,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.4,207,5,71,1,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.5,213,5,71,1,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.6,215,5,72,1,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.1,221,5,74,1,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.2,227,5,79,1,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.3,231,5,81,1,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.4,232,5,81,1,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.5,238,5,83,1,240
19-04-2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.6,240,5,79,1,240
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5.1,37,2,37,2,129
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5.2,38,2,38,2,129
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5.3,38,2,37,2,129
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5.4,39,2,38,2,129
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5.5,40,2,39,2,129
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5.6,40,2,33,2,129
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6.1,40,2,32,2,129
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6.2,41,3,33,3,129
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6.3,43,3,35,3,129
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6.4,43,3,34,3,129
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6.5,43,3,30,3,129
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6.6,44,3,27,3,129
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7.1,45,3,28,3,129
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7.2,46,3,29,3,129
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7.3,47,3,30,2,129
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7.4,47,4,30,3,129
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7.5,47,4,30,3,129
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7.6,48,4,31,3,129
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,8.1,48,4,30,3,129
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,8.2,48,4,26,3,129
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,8.3,49,4,23,3,129
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,8.4,50,4,23,3,129
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,8.5,50,4,23,2,129
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,8.6,51,4,20,2,129
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,9.1,52,4,21,2,129
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,9.2,53,4,22,2,129
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,9.3,54,4,22,2,129
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,9.4,55,4,19,2,129
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,9.5,56,4,20,2,129
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,9.6,57,4,20,2,129
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,10.1,57,4,20,2,129
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,10.2,57,4,19,2,129
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,10.3,57,5,19,3,129
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,10.4,58,5,19,3,129
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,10.5,58,5,18,3,129
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,10.6,59,5,19,3,129
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,11.1,65,5,25,3,129
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,11.2,69,5,28,2,129
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,11.3,70,5,27,2,129
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,11.4,70,5,27,2,129
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,11.5,71,5,28,2,129
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,11.6,71,5,27,2,129
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,12.1,71,6,26,3,129
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,12.2,75,6,29,3,129
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,12.3,76,6,29,3,129
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,12.3,78,6,31,2,129
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,12.4,78,6,31,2,129
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,12.5,79,6,31,2,129
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,12.6,80,6,32,2,129
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,13.1,84,6,36,2,129
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,13.2,85,6,36,2,129
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,13.3,86,6,36,2,129
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,13.4,86,6,36,2,129
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,13.5,87,6,36,2,129
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,13.6,87,6,35,2,129
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,14.1,93,6,40,2,129
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,14.2,93,7,39,3,129
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,14.3,93,7,38,3,129
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,14.4,94,7,38,3,129
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,14.5,95,7,38,3,129
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,14.6,96,7,39,3,129
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,15.1,96,7,39,3,129
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,15.2,96,7,39,2,129
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,15.3,100,7,42,2,129
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,15.4,100,7,42,2,129
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,15.5,104,7,45,2,129
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,15.6,106,7,41,2,129
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,16.1,107,7,38,2,129
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,16.2,107,7,37,2,129
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,16.3,108,7,38,2,129
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,16.4,108,7,37,2,129
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,16.5,109,7,38,2,129
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,16.6,110,7,39,1,129
19-04-2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,17.1,110,8,35,2,129
